,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Year,Month,Day,Hour,IsWeekend,Day_Monday,Day_Tuesday,Day_Wednesday,Day_Thursday,Day_Friday,Day_Saturday,Day_Sunday
3519,0.3571428571428571,1113,10.6,1001,83,663,78.75757575757575,1783,1146,29.9,42.1,1.7474,2004,8,4,9,0,0,0,1,0,0,0,0
3520,0.3649350649350649,1062,8.2,909,84,764,80.15151515151516,1687,867,33.0,35.4,1.7504,2004,8,4,10,0,0,0,1,0,0,0,0
3521,0.3727272727272727,1094,9.9,976,85,719,81.54545454545455,1753,869,35.6,30.6,1.7493,2004,8,4,11,0,0,0,1,0,0,0,0
3522,0.3805194805194805,1050,8.6,923,85,747,82.93939393939394,1662,744,37.1,27.9,1.7309,2004,8,4,12,0,0,0,1,0,0,0,0
3523,0.3883116883116883,1056,8.7,926,86,748,84.33333333333333,1643,702,37.9,25.7,1.6651,2004,8,4,13,0,0,0,1,0,0,0,0
3524,0.39610389610389607,944,6.0,814,87,852,85.72727272727272,1489,554,37.2,23.6,1.4764,2004,8,4,14,0,0,0,1,0,0,0,0
3525,0.40389610389610386,1003,8.0,901,88,813,87.12121212121212,1589,661,39.1,21.7,1.5031,2004,8,4,15,0,0,0,1,0,0,0,0
3526,0.41168831168831166,1018,7.6,881,89,828,88.51515151515152,1590,630,39.3,22.0,1.5366,2004,8,4,16,0,0,0,1,0,0,0,0
3527,0.41948051948051945,1108,10.7,1003,89,727,89.9090909090909,1710,803,38.2,23.8,1.5666,2004,8,4,17,0,0,0,1,0,0,0,0
3528,0.42727272727272725,1049,8.7,927,90,750,91.30303030303031,1659,727,34.0,33.2,1.7395,2004,8,4,18,0,0,0,1,0,0,0,0
3529,0.43506493506493504,1078,8.0,897,91,732,92.6969696969697,1751,894,25.5,58.6,1.8891,2004,8,4,19,0,0,0,1,0,0,0,0
3530,0.44285714285714284,999,7.2,867,92,785,94.0909090909091,1644,864,27.2,46.0,1.6376,2004,8,4,20,0,0,0,1,0,0,0,0
3531,0.45064935064935063,943,5.7,798,92,846,95.48484848484848,1571,743,27.6,45.2,1.6479,2004,8,4,21,0,0,0,1,0,0,0,0
3532,0.4584415584415584,987,5.5,790,93,838,96.87878787878788,1608,830,25.4,52.7,1.6867,2004,8,4,22,0,0,0,1,0,0,0,0
3533,0.4662337662337662,939,4.6,743,94,894,98.27272727272728,1539,675,26.1,49.4,1.6491,2004,8,4,23,0,0,0,1,0,0,0,0
3534,0.474025974025974,1015,6.6,840,95,783,99.66666666666667,1664,839,25.0,53.6,1.6721,2004,8,5,0,0,0,0,0,1,0,0,0
3535,0.4818181818181818,935,4.5,737,96,869,101.06060606060606,1548,758,25.4,52.9,1.698,2004,8,5,1,0,0,0,0,1,0,0,0
3536,0.4896103896103896,908,3.8,700,96,922,102.45454545454545,1547,644,25.4,54.4,1.7384,2004,8,5,2,0,0,0,0,1,0,0,0
3537,0.4974025974025974,853,2.3,605,97,1032,103.84848484848484,1488,615,25.4,54.6,1.7432,2004,8,5,3,0,0,0,0,1,0,0,0
3538,0.5051948051948052,851,2.1,592,98,1054,105.24242424242425,1482,578,24.5,57.1,1.7327,2004,8,5,4,0,0,0,0,1,0,0,0
3539,0.512987012987013,957,3.9,705,99,857,106.63636363636364,1578,843,22.8,63.7,1.7392,2004,8,5,5,0,0,0,0,1,0,0,0
3540,0.5207792207792208,1059,6.5,836,100,742,108.03030303030303,1675,1113,22.6,64.1,1.7358,2004,8,5,6,0,0,0,0,1,0,0,0
3541,0.5285714285714286,1261,14.5,1134,100,557,109.42424242424244,2015,1388,24.3,58.0,1.7429,2004,8,5,7,0,0,0,0,1,0,0,0
3542,0.5363636363636364,1215,15.1,1150,101,574,110.81818181818181,1962,1310,26.5,50.4,1.7215,2004,8,5,8,0,0,0,0,1,0,0,0
3543,0.5441558441558442,1097,9.0,940,102,676,112.21212121212122,1727,1056,28.1,45.4,1.697,2004,8,5,9,0,0,0,0,1,0,0,0
3544,0.551948051948052,1135,11.4,1030,103,662,113.60606060606061,1789,1104,31.7,36.7,1.6843,2004,8,5,10,0,0,0,0,1,0,0,0
3545,0.5597402597402598,1117,11.2,1020,104,706,115.0,1731,973,35.8,28.7,1.6626,2004,8,5,11,0,0,0,0,1,0,0,0
3546,0.5675324675324676,1108,10.2,985,98,727,108.0,1708,1001,36.8,27.2,1.6623,2004,8,5,12,0,0,0,0,1,0,0,0
3547,0.5753246753246753,1038,8.2,906,66,808,86.0,1567,747,38.3,24.5,1.622,2004,8,5,13,0,0,0,0,1,0,0,0
3548,0.5831168831168831,985,6.6,838,60,850,84.0,1541,653,34.2,30.8,1.6299,2004,8,5,14,0,0,0,0,1,0,0,0
3549,0.5909090909090909,1100,6.4,832,85,767,97.0,1695,934,28.7,51.4,1.9871,2004,8,5,15,0,0,0,0,1,0,0,0
3550,0.5987012987012987,1067,7.0,855,90,748,102.0,1700,811,23.9,69.1,2.0202,2004,8,5,16,0,0,0,0,1,0,0,0
3551,0.6064935064935064,1140,9.6,963,122,669,102.0,1815,918,21.5,78.8,1.9939,2004,8,5,17,0,0,0,0,1,0,0,0
3552,0.6142857142857142,1113,9.4,954,117,682,99.0,1801,899,21.6,78.5,1.994,2004,8,5,18,0,0,0,0,1,0,0,0
3553,0.622077922077922,1124,10.2,984,115,678,97.0,1826,902,21.5,78.4,1.9818,2004,8,5,19,0,0,0,0,1,0,0,0
3554,0.6298701298701298,1056,7.7,886,127,732,101.0,1721,900,20.8,80.9,1.9637,2004,8,5,20,0,0,0,0,1,0,0,0
3555,0.6376623376623376,1002,5.4,783,79,805,92.0,1623,875,20.7,81.8,1.9717,2004,8,5,21,0,0,0,0,1,0,0,0
3556,0.6454545454545454,971,5.5,789,61,816,70.0,1594,879,23.1,70.1,1.9582,2004,8,5,22,0,0,0,0,1,0,0,0
3557,0.6532467532467532,1001,5.7,799,67,829,72.0,1619,859,22.7,68.4,1.8627,2004,8,5,23,0,0,0,0,1,0,0,0
3558,0.661038961038961,1058,7.2,867,93,731,80.0,1685,1048,22.1,72.6,1.9105,2004,8,6,0,0,0,0,0,0,1,0,0
3559,0.6688311688311688,1030,6.8,848,77,734,71.0,1691,1048,21.8,74.1,1.915,2004,8,6,1,0,0,0,0,0,1,0,0
3560,0.6766233766233766,950,5.0,762,60,827,69.0,1616,959,21.9,72.8,1.8944,2004,8,6,2,0,0,0,0,0,1,0,0
3561,0.6844155844155844,912,4.1,716,52,875,62.0,1586,898,21.7,73.2,1.8763,2004,8,6,3,0,0,0,0,0,1,0,0
3562,0.6922077922077922,893,3.4,676,45,930,55.0,1567,859,21.4,75.5,1.9033,2004,8,6,4,0,0,0,0,0,1,0,0
3563,0.7,938,4.4,734,65,847,57.0,1607,947,21.4,75.5,1.9069,2004,8,6,5,0,0,0,0,0,1,0,0
3564,1.2,1065,7.7,889,94,722,56.0,1760,1081,21.9,74.9,1.9396,2004,8,6,6,0,0,0,0,0,1,0,0
3565,2.3,1240,13.6,1102,205,588,72.0,1989,1257,22.0,75.9,1.9817,2004,8,6,7,0,0,0,0,0,1,0,0
3566,3.0,1307,19.1,1270,240,516,84.0,2191,1404,22.5,74.9,2.019,2004,8,6,8,0,0,0,0,0,1,0,0
3567,2.9,1229,16.3,1188,237,557,97.0,2033,1412,24.5,66.2,2.0011,2004,8,6,9,0,0,0,0,0,1,0,0
3568,2.6,1220,14.2,1122,245,601,107.0,1974,1428,25.6,61.2,1.9808,2004,8,6,10,0,0,0,0,0,1,0,0
3569,2.6,1218,15.6,1168,206,607,117.0,2000,1451,29.3,48.4,1.9367,2004,8,6,11,0,0,0,0,0,1,0,0
3570,2.6,1171,14.4,1129,156,631,120.0,1911,1346,33.5,36.0,1.8395,2004,8,6,12,0,0,0,0,0,1,0,0
3571,2.1,1067,10.5,995,126,717,110.0,1730,1093,35.6,29.8,1.7045,2004,8,6,13,0,0,0,0,0,1,0,0
3572,1.7,1054,10.2,985,108,735,104.0,1742,940,33.7,33.4,1.7186,2004,8,6,14,0,0,0,0,0,1,0,0
3573,1.9,1051,10.7,1003,102,711,110.0,1715,909,34.1,33.3,1.7509,2004,8,6,15,0,0,0,0,0,1,0,0
3574,2.5,1103,11.6,1035,110,672,111.0,1834,1005,31.5,43.5,1.9797,2004,8,6,16,0,0,0,0,0,1,0,0
3575,1.1,970,7.9,894,57,761,64.0,1649,756,32.5,40.6,1.9481,2004,8,6,17,0,0,0,0,0,1,0,0
3576,2.1,1100,11.7,1038,109,668,92.0,1873,1080,29.8,45.2,1.8642,2004,8,6,18,0,0,0,0,0,1,0,0
3577,2.6,1129,14.6,1137,151,606,114.0,1952,1220,27.7,49.9,1.8189,2004,8,6,19,0,0,0,0,0,1,0,0
3578,2.6,1126,13.2,1089,153,620,116.0,1886,1208,26.4,54.6,1.8459,2004,8,6,20,0,0,0,0,0,1,0,0
3579,1.7,1019,9.8,971,103,692,94.0,1760,1057,25.5,58.0,1.8611,2004,8,6,21,0,0,0,0,0,1,0,0
3580,1.5,1011,8.8,930,76,728,77.0,1723,1009,25.1,59.9,1.8797,2004,8,6,22,0,0,0,0,0,1,0,0
3581,1.8,1039,10.4,991,93,685,74.0,1820,1088,24.1,63.5,1.8828,2004,8,6,23,0,0,0,0,0,1,0,0
3582,1.4,974,8.5,920,75,718,62.0,1755,1062,23.8,65.0,1.8897,2004,8,7,0,1,0,0,0,0,0,1,0
3583,1.2,925,6.4,831,57,789,57.0,1662,975,23.4,64.9,1.843,2004,8,7,1,1,0,0,0,0,0,1,0
3584,0.7,810,3.4,674,32,976,45.0,1530,793,24.4,58.6,1.7714,2004,8,7,2,1,0,0,0,0,0,1,0
3585,0.6,800,2.6,627,37,1032,47.0,1519,787,23.3,63.3,1.7895,2004,8,7,3,1,0,0,0,0,0,1,0
3586,0.7,813,2.9,645,42,990,49.0,1530,802,21.9,67.1,1.7414,2004,8,7,4,1,0,0,0,0,0,1,0
3587,0.5,788,2.3,604,37,1068,45.0,1507,754,23.6,61.2,1.7588,2004,8,7,5,1,0,0,0,0,0,1,0
3588,0.6,815,3.3,670,44,971,44.0,1538,774,22.6,63.4,1.7136,2004,8,7,6,1,0,0,0,0,0,1,0
3589,0.9,868,5.1,771,51,840,43.0,1608,860,22.9,62.6,1.7253,2004,8,7,7,1,0,0,0,0,0,1,0
3590,1.2,951,7.7,886,74,742,51.0,1705,988,23.3,61.8,1.7504,2004,8,7,8,1,0,0,0,0,0,1,0
3591,2.0,1075,10.5,996,115,649,84.0,1838,1113,25.4,56.2,1.7961,2004,8,7,9,1,0,0,0,0,0,1,0
3592,1.9,1058,10.9,1012,109,676,96.0,1782,1063,30.6,41.9,1.8104,2004,8,7,10,1,0,0,0,0,0,1,0
3593,1.7,1012,8.4,914,80,760,88.0,1653,858,33.5,34.0,1.73,2004,8,7,11,1,0,0,0,0,0,1,0
3594,1.2,929,6.0,811,57,862,67.0,1541,642,35.5,29.8,1.7004,2004,8,7,12,1,0,0,0,0,0,1,0
3595,1.1,902,6.0,813,56,875,64.0,1518,588,37.5,24.7,1.5637,2004,8,7,13,1,0,0,0,0,0,1,0
3596,1.0,836,4.7,750,43,960,54.0,1390,484,35.1,25.2,1.402,2004,8,7,14,1,0,0,0,0,0,1,0
3597,1.0,858,5.3,776,43,947,56.0,1431,498,38.1,21.1,1.3863,2004,8,7,15,1,0,0,0,0,0,1,0
3598,1.0,886,5.8,803,51,939,68.0,1460,538,38.5,21.8,1.4653,2004,8,7,16,1,0,0,0,0,0,1,0
3599,1.2,974,6.5,833,46,864,67.0,1577,565,36.8,29.5,1.8037,2004,8,7,17,1,0,0,0,0,0,1,0
3600,1.6,1008,8.4,915,71,783,95.0,1643,672,34.9,33.4,1.8384,2004,8,7,18,1,0,0,0,0,0,1,0
3601,1.6,990,8.3,912,65,777,86.0,1648,689,32.2,37.4,1.7655,2004,8,7,19,1,0,0,0,0,0,1,0
3602,1.6,981,8.4,917,78,740,93.0,1649,714,29.7,41.7,1.7081,2004,8,7,20,1,0,0,0,0,0,1,0
3603,1.3,954,6.4,828,51,793,68.0,1589,631,27.7,47.4,1.7344,2004,8,7,21,1,0,0,0,0,0,1,0
3604,1.9,1030,10.3,988,84,686,95.0,1751,829,27.3,49.4,1.7602,2004,8,7,22,1,0,0,0,0,0,1,0
3605,1.9,1033,10.9,1011,89,681,93.0,1768,875,26.3,51.3,1.7251,2004,8,7,23,1,0,0,0,0,0,1,0
3606,1.5,963,7.4,872,65,767,69.0,1617,803,25.7,54.1,1.7546,2004,8,8,0,1,0,0,0,0,0,0,1
3607,1.1,918,5.8,805,43,816,55.0,1571,759,25.4,55.1,1.7628,2004,8,8,1,1,0,0,0,0,0,0,1
3608,0.8,868,4.5,736,32,894,39.0,1548,638,24.9,57.3,1.7822,2004,8,8,2,1,0,0,0,0,0,0,1
3609,0.9,886,4.6,744,27,869,36.0,1590,700,24.1,61.8,1.8339,2004,8,8,3,1,0,0,0,0,0,0,1
3610,0.6,813,2.4,609,22,1017,33.0,1473,615,23.9,61.2,1.7871,2004,8,8,4,1,0,0,0,0,0,0,1
3611,0.6,815,2.4,616,21,1080,29.0,1532,596,23.8,61.3,1.7881,2004,8,8,5,1,0,0,0,0,0,0,1
3612,0.7,815,2.6,627,27,1049,36.0,1518,650,23.4,61.7,1.7495,2004,8,8,6,1,0,0,0,0,0,0,1
3613,0.6,835,2.8,638,31,1024,38.0,1506,655,24.3,58.4,1.7508,2004,8,8,7,1,0,0,0,0,0,0,1
3614,1.0,921,4.5,738,46,901,47.0,1585,779,25.1,56.6,1.7798,2004,8,8,8,1,0,0,0,0,0,0,1
3615,1.2,963,5.2,774,62,839,64.0,1621,758,27.3,51.3,1.835,2004,8,8,9,1,0,0,0,0,0,0,1
3616,1.0,935,4.2,724,43,936,49.0,1574,598,29.5,45.9,1.8662,2004,8,8,10,1,0,0,0,0,0,0,1
3617,1.3,1007,4.8,751,53,849,64.0,1649,643,27.6,52.4,1.9055,2004,8,8,11,1,0,0,0,0,0,0,1
3619,0.8,901,3.6,689,36,964,45.0,1543,522,32.2,40.3,1.8999,2004,8,8,13,1,0,0,0,0,0,0,1
3620,0.6,851,2.6,627,21,1129,30.0,1433,419,31.6,38.9,1.7838,2004,8,8,14,1,0,0,0,0,0,0,1
3621,0.7,877,3.0,655,27,1061,35.0,1471,444,33.0,37.3,1.8481,2004,8,8,15,1,0,0,0,0,0,0,1
3622,0.8,909,3.6,690,29,1039,37.0,1488,474,35.1,32.1,1.7841,2004,8,8,16,1,0,0,0,0,0,0,1
3623,0.9,908,4.1,715,38,988,46.0,1479,495,35.0,31.1,1.7173,2004,8,8,17,1,0,0,0,0,0,0,1
3624,1.0,926,5.0,763,41,949,54.0,1491,504,33.8,32.1,1.6596,2004,8,8,18,1,0,0,0,0,0,0,1
3625,1.5,1010,6.5,836,66,848,79.0,1577,616,31.1,38.8,1.7295,2004,8,8,19,1,0,0,0,0,0,0,1
3626,1.5,1031,7.3,868,63,798,79.0,1634,690,29.0,46.1,1.8141,2004,8,8,20,1,0,0,0,0,0,0,1
3627,1.7,1070,8.1,905,88,745,98.0,1702,846,28.1,50.6,1.8969,2004,8,8,21,1,0,0,0,0,0,0,1
3628,1.9,1124,10.4,992,87,660,93.0,1791,1013,27.1,54.7,1.9284,2004,8,8,22,1,0,0,0,0,0,0,1
3629,1.7,1066,9.0,940,86,683,89.0,1744,978,26.6,56.4,1.9349,2004,8,8,23,1,0,0,0,0,0,0,1
3630,1.2,1001,6.5,836,49,771,57.0,1662,821,25.8,60.4,1.9759,2004,8,9,0,0,1,0,0,0,0,0,0
3631,1.1,967,6.3,824,40,774,51.0,1637,862,25.5,61.6,1.9804,2004,8,9,1,0,1,0,0,0,0,0,0
3632,0.8,901,4.4,733,27,888,39.0,1605,755,24.9,63.5,1.9647,2004,8,9,2,0,1,0,0,0,0,0,0
3633,0.5,835,2.8,638,25,997,34.5,1526,715,24.3,65.1,1.9475,2004,8,9,3,0,1,0,0,0,0,0,0
3634,0.6,820,2.2,598,23,1065,30.0,1511,684,23.8,65.7,1.9079,2004,8,9,4,0,1,0,0,0,0,0,0
3635,0.7,896,3.7,694,58,941,46.0,1583,853,23.2,68.0,1.9045,2004,8,9,5,0,1,0,0,0,0,0,0
3636,1.2,996,7.4,872,87,756,55.0,1727,990,23.2,67.5,1.899,2004,8,9,6,0,1,0,0,0,0,0,0
3637,2.3,1159,15.1,1151,143,579,63.0,2005,1206,24.3,63.3,1.8929,2004,8,9,7,0,1,0,0,0,0,0,0
3638,2.5,1185,15.1,1152,96,578,42.0,2003,1274,25.5,59.7,1.9193,2004,8,9,8,0,1,0,0,0,0,0,0
3639,2.4,1168,14.7,1138,16,585,5.0,1946,1336,27.7,52.5,1.9138,2004,8,9,9,0,1,0,0,0,0,0,0
3640,1.4,1044,9.8,970,54,715,39.0,1751,1068,31.8,38.9,1.8005,2004,8,9,10,0,1,0,0,0,0,0,0
3641,1.2,983,8.0,897,42,800,39.0,1608,804,32.7,34.1,1.6592,2004,8,9,11,0,1,0,0,0,0,0,0
3642,1.6,1032,8.3,912,72,764,71.0,1661,826,34.3,31.5,1.6745,2004,8,9,12,0,1,0,0,0,0,0,0
3643,1.4,1019,7.7,889,54,787,65.0,1630,745,34.2,31.5,1.6675,2004,8,9,13,0,1,0,0,0,0,0,0
3644,1.2,982,6.7,844,52,835,71.0,1567,638,33.9,32.3,1.6809,2004,8,9,14,0,1,0,0,0,0,0,0
3645,1.5,1016,7.5,880,64,783,72.0,1617,684,34.4,31.9,1.7005,2004,8,9,15,0,1,0,0,0,0,0,0
3646,1.4,1031,7.72,889,70,772,76.0,1630,751,33.48,33.86,1.7037399999999998,2004,8,9,16,0,1,0,0,0,0,0,0
3647,1.5,1046,7.9399999999999995,898,65,761,75.0,1644,818,32.56,35.82,1.70698,2004,8,9,17,0,1,0,0,0,0,0,0
3648,1.7,1061,8.16,907,80,751,86.0,1657,885,31.64,37.78,1.7102199999999999,2004,8,9,18,0,1,0,0,0,0,0,0
3649,2.2,1076,8.379999999999999,916,88,740,96.0,1671,952,30.72,39.74,1.71346,2004,8,9,19,0,1,0,0,0,0,0,0
3650,1.9,1091,8.6,925,81,730,95.0,1685,1020,29.8,41.7,1.7167,2004,8,9,20,0,1,0,0,0,0,0,0
3651,1.6,1109,9.7,965,59,696,74.0,1742,1100,28.8,45.9,1.7884,2004,8,9,21,0,1,0,0,0,0,0,0
3652,1.5,1098,9.1,944,69,687,76.0,1772,1086,28.2,51.1,1.9221,2004,8,9,22,0,1,0,0,0,0,0,0
3653,1.4,1088,9.1,945,58,674,66.0,1765,1060,27.5,54.4,1.9705,2004,8,9,23,0,1,0,0,0,0,0,0
3654,1.0,1035,7.0,859,33,732,49.0,1680,996,27.4,55.0,1.9827,2004,8,10,0,0,0,1,0,0,0,0,0
3655,0.7,942,4.9,758,17,824,29.0,1567,856,28.1,51.6,1.9269,2004,8,10,1,0,0,1,0,0,0,0,0
3656,0.5,902,3.5,680,6,919,11.0,1535,722,26.3,56.5,1.9027,2004,8,10,2,0,0,1,0,0,0,0,0
3657,0.5,919,3.9,704,13,861,18.0,1603,860,24.4,65.0,1.9612,2004,8,10,3,0,0,1,0,0,0,0,0
3658,0.5,875,3.2,665,20,919,25.0,1559,772,24.4,63.6,1.9218,2004,8,10,4,0,0,1,0,0,0,0,0
3659,0.7,927,4.7,747,58,830,34.0,1633,910,23.5,67.4,1.9305,2004,8,10,5,0,0,1,0,0,0,0,0
3660,1.2,1032,7.6,883,106,718,42.0,1742,1051,23.4,65.7,1.872,2004,8,10,6,0,0,1,0,0,0,0,0
3661,2.2,1193,14.7,1139,143,563,47.0,2009,1257,24.5,61.3,1.8522,2004,8,10,7,0,0,1,0,0,0,0,0
3662,2.9,1268,18.7,1259,167,519,62.0,2114,1410,26.0,55.8,1.8536,2004,8,10,8,0,0,1,0,0,0,0,0
3663,2.6,1238,14.8,1144,188,565,81.0,1939,1433,28.5,48.5,1.8607,2004,8,10,9,0,0,1,0,0,0,0,0
3664,2.6,1230,14.5,1133,164,604,90.0,1909,1413,33.6,35.7,1.8229,2004,8,10,10,0,0,1,0,0,0,0,0
3665,2.2,1161,12.7,1074,128,646,95.0,1777,1206,36.5,28.9,1.7359,2004,8,10,11,0,0,1,0,0,0,0,0
3666,1.5,1048,9.2,949,88,764,86.0,1607,831,39.0,23.7,1.6346,2004,8,10,12,0,0,1,0,0,0,0,0
3667,0.9,929,4.8,752,51,955,64.0,1385,544,38.8,23.7,1.6093,2004,8,10,13,0,0,1,0,0,0,0,0
3668,1.0,950,5.4,783,52,914,62.0,1443,525,38.0,24.0,1.5686,2004,8,10,14,0,0,1,0,0,0,0,0
3669,1.1,1013,7.2,864,59,819,75.0,1544,644,40.5,23.3,1.7416,2004,8,10,15,0,0,1,0,0,0,0,0
3670,1.2,1034,6.7,845,67,841,88.0,1566,702,39.8,25.4,1.8213,2004,8,10,16,0,0,1,0,0,0,0,0
3671,1.8,1082,9.7,965,105,760,126.0,1649,844,39.6,23.3,1.6535,2004,8,10,17,0,0,1,0,0,0,0,0
3672,1.8,1110,10.9,1012,91,720,96.0,1725,905,38.8,24.7,1.6772,2004,8,10,18,0,0,1,0,0,0,0,0
3673,1.7,1118,10.6,999,69,706,79.0,1766,878,34.7,35.9,1.9528,2004,8,10,19,0,0,1,0,0,0,0,0
3674,1.7,1136,9.7,967,65,703,67.0,1801,927,32.3,43.6,2.07,2004,8,10,20,0,0,1,0,0,0,0,0
3675,1.6,1106,8.6,924,58,725,62.0,1757,910,30.7,48.1,2.0821,2004,8,10,21,0,0,1,0,0,0,0,0
3676,1.7,1151,10.2,984,67,678,64.0,1823,1024,29.5,50.6,2.0492,2004,8,10,22,0,0,1,0,0,0,0,0
3677,1.8,1144,10.5,997,64,669,63.0,1816,1021,28.8,52.0,2.0297,2004,8,10,23,0,0,1,0,0,0,0,0
3678,1.5,1118,8.8,930,65,697,60.0,1748,1027,28.2,55.0,2.0697,2004,8,11,0,0,0,0,1,0,0,0,0
3679,1.2,1066,6.6,839,47,740,49.0,1700,993,27.2,59.1,2.0997,2004,8,11,1,0,0,0,1,0,0,0,0
3680,0.8,991,5.3,778,29,797,36.0,1665,910,26.7,60.7,2.0977,2004,8,11,2,0,0,0,1,0,0,0,0
3681,0.5,906,3.0,650,22,961,30.0,1581,768,26.9,60.3,2.1074,2004,8,11,3,0,0,0,1,0,0,0,0
3682,0.5,903,3.2,662,16,932,24.0,1590,760,26.4,61.6,2.0931,2004,8,11,4,0,0,0,1,0,0,0,0
3683,0.7,941,3.5,685,50,895,32.0,1632,834,25.9,63.6,2.102,2004,8,11,5,0,0,0,1,0,0,0,0
3684,1.1,1074,7.2,866,78,717,42.0,1768,1075,26.1,63.7,2.117,2004,8,11,6,0,0,0,1,0,0,0,0
3685,1.4,1114,9.5,958,89,663,42.0,1836,1167,26.8,60.5,2.1008,2004,8,11,7,0,0,0,1,0,0,0,0
3686,1.7,1162,11.1,1019,97,622,51.0,1904,1178,27.9,56.5,2.0895,2004,8,11,8,0,0,0,1,0,0,0,0
3687,1.8,1165,9.7,967,93,651,58.0,1825,1120,29.8,51.1,2.1054,2004,8,11,9,0,0,0,1,0,0,0,0
3688,1.8,1179,9.5,957,105,680,67.0,1819,1131,33.6,41.0,2.0995,2004,8,11,10,0,0,0,1,0,0,0,0
3689,1.7,1144,8.3,913,89,715,68.0,1782,972,35.1,38.1,2.1144,2004,8,11,11,0,0,0,1,0,0,0,0
3690,1.3,1066,6.0,813,63,792,56.0,1657,764,36.2,34.9,2.0578,2004,8,11,12,0,0,0,1,0,0,0,0
3691,1.3,1056,5.8,802,52,824,47.0,1620,670,38.0,30.7,2.0022,2004,8,11,13,0,0,0,1,0,0,0,0
3692,1.0,995,5.1,769,48,882,46.0,1576,615,36.6,30.8,1.8617,2004,8,11,14,0,0,0,1,0,0,0,0
3693,1.0,967,4.5,740,50,926,50.0,1526,557,38.8,25.4,1.7282,2004,8,11,15,0,0,0,1,0,0,0,0
3694,1.4,1048,6.6,839,80,845,65.0,1607,700,38.7,25.8,1.7426,2004,8,11,16,0,0,0,1,0,0,0,0
3695,1.6,1092,8.0,901,78,777,69.0,1691,734,37.4,29.9,1.8848,2004,8,11,17,0,0,0,1,0,0,0,0
3696,1.4,1056,7.6,883,64,799,63.0,1672,684,36.2,31.1,1.8371,2004,8,11,18,0,0,0,1,0,0,0,0
3697,1.7,1100,10.1,982,84,720,69.0,1760,823,33.8,34.5,1.7788,2004,8,11,19,0,0,0,1,0,0,0,0
3698,1.4,1057,7.8,890,72,778,57.0,1701,801,31.4,40.7,1.8377,2004,8,11,20,0,0,0,1,0,0,0,0
3699,1.5,1068,8.4,917,70,736,59.0,1728,916,30.8,45.0,1.9733,2004,8,11,21,0,0,0,1,0,0,0,0
3700,1.4,1050,7.7,887,59,770,54.0,1696,820,29.4,50.0,2.0181,2004,8,11,22,0,0,0,1,0,0,0,0
3701,1.5,1074,7.6,884,63,764,57.0,1726,838,28.1,54.1,2.029,2004,8,11,23,0,0,0,1,0,0,0,0
3702,1.6,1053,7.9,895,58,745,46.0,1727,882,27.3,57.8,2.0646,2004,8,12,0,0,0,0,0,1,0,0,0
3703,1.2,1003,6.3,825,68,794,65.0,1716,801,26.7,60.6,2.0942,2004,8,12,1,0,0,0,0,1,0,0,0
3704,0.9,933,3.8,701,57,906,62.0,1638,690,25.9,64.5,2.1247,2004,8,12,2,0,0,0,0,1,0,0,0
3705,0.6,869,2.4,614,36,1001,43.5,1565,674,25.6,63.5,2.0566,2004,8,12,3,0,0,0,0,1,0,0,0
3706,0.6499999999999999,864,2.5,617,15,1027,25.0,1561,622,26.7,61.0,2.101,2004,8,12,4,0,0,0,0,1,0,0,0
3707,0.7,931,4.2,721,47,888,37.0,1651,799,25.8,64.6,2.1195,2004,8,12,5,0,0,0,0,1,0,0,0
3708,0.7,921,4.5,738,39,893,41.0,1623,818,26.5,60.6,2.063,2004,8,12,6,0,0,0,0,1,0,0,0
3709,1.7,1139,11.0,1013,87,672,60.0,1932,1034,26.4,61.7,2.0929,2004,8,12,7,0,0,0,0,1,0,0,0
3711,1.9,1126,9.5,957,122,694,71.0,1841,1034,29.4,53.1,2.1362,2004,8,12,9,0,0,0,0,1,0,0,0
3712,1.5,1066,6.9,855,101,803,61.0,1712,929,33.4,39.9,2.0177,2004,8,12,10,0,0,0,0,1,0,0,0
3713,1.6,1069,7.2,867,92,785,65.0,1717,880,33.2,39.2,1.9642,2004,8,12,11,0,0,0,0,1,0,0,0
3714,1.3,975,5.5,788,70,851,54.0,1629,701,34.5,35.1,1.8856,2004,8,12,12,0,0,0,0,1,0,0,0
3715,1.1,955,5.1,766,58,898,58.0,1597,620,37.1,30.5,1.8962,2004,8,12,13,0,0,0,0,1,0,0,0
3716,1.0,949,5.0,764,44,898,56.0,1579,573,35.9,32.1,1.8697,2004,8,12,14,0,0,0,0,1,0,0,0
3717,1.0,941,5.6,792,44,897,60.0,1582,544,37.3,28.0,1.7537,2004,8,12,15,0,0,0,0,1,0,0,0
3718,1.1,942,5.7,800,52,877,69.0,1567,581,38.1,26.3,1.7252,2004,8,12,16,0,0,0,0,1,0,0,0
3719,1.3,974,7.0,855,53,836,67.0,1607,610,37.1,27.2,1.6844,2004,8,12,17,0,0,0,0,1,0,0,0
3720,1.5,1012,8.1,904,65,794,79.0,1653,695,35.2,31.2,1.7485,2004,8,12,18,0,0,0,0,1,0,0,0
3721,1.6,1017,8.7,929,67,772,86.0,1702,709,32.1,38.7,1.819,2004,8,12,19,0,0,0,0,1,0,0,0
